,gz_totalPrice,gz_unitPrice,gz_title,gz_area,gz_beds,gz_rooms,gz_toward,gz_renovation,gz_positionInfo
1004,165.0,24148,huadu,68.33,2,1,西,1,6
1005,195.0,21547,huadu,90.5,3,2,北,0,7
1006,227.0,32956,huadu,68.88,2,2,南,1,32
1007,209.0,22917,huadu,91.2,3,2,北,0,4
1008,233.0,29125,huadu,80,2,2,南,1,18
1009,340.0,37770,huadu,90.02,2,1,南,0,18
1010,123.0,25382,huadu,48.46,2,1,南,0,7
1011,280.0,38059,huadu,73.57,2,1,北,0,9
1012,380.0,46033,huadu,82.55,3,1,南,0,9
1013,103.0,19008,huadu,54.19,2,1,东,0,8
1014,255.0,19958,huadu,127.77,3,2,南,1,32
1015,199.0,18719,huadu,106.31,3,2,南,1,18
1016,300.0,47289,huadu,63.44,2,1,东,0,6
1017,315.0,36287,huadu,86.81,3,2,东,1,9
1018,206.0,31581,huadu,65.23,2,2,西,0,9
1019,248.0,25541,huadu,97.1,3,2,东,1,9
1020,130.0,21488,huadu,60.5,2,1,南,0,7
1021,118.0,25322,huadu,46.6,1,0,东,1,21
1022,188.0,27607,huadu,68.1,2,1,西,1,7
1023,120.0,20271,huadu,59.2,2,1,西,1,6
1024,460.0,57928,huadu,79.41,3,1,南,0,8
1025,175.0,32366,huadu,54.07,2,1,东,1,9
1026,305.0,45266,huadu,67.38,3,2,北,0,9
1027,550.0,55455,huadu,99.18,4,2,北,1,8
1028,95.0,8495,huadu,111.84,3,1,南,0,7
1029,135.0,20201,nansha,66.83,2,2,北,1,31
1030,172.0,21707,nansha,79.24,2,2,东,1,18
1031,168.0,22059,nansha,76.16,2,1,东,1,26
1032,185.0,24158,nansha,76.58,2,1,南,1,31
1033,163.0,24416,nansha,66.76,2,2,北,1,18
1034,158.0,18070,nansha,87.44,2,1,东,1,18
1035,180.0,17904,nansha,100.54,2,2,东,1,5
1036,175.0,22984,nansha,76.14,2,2,西,1,26
1037,179.0,24858,nansha,72.01,2,1,东,1,18
1038,225.0,27878,nansha,80.71,3,2,东,1,17
1039,155.0,19136,nansha,81,3,2,北,毛坯,18
1040,210.0,20079,nansha,104.59,3,2,南,1,32
1041,249.0,26239,nansha,94.9,3,2,北,1,32
1042,170.0,24286,nansha,70,3,2,东,1,22
1043,68.0,12754,nansha,53.32,1,1,东,1,29
1044,269.0,25620,nansha,105,3,2,北,1,31
1045,235.0,19465,nansha,120.73,3,1,南,毛坯,18
1046,130.0,19453,nansha,66.83,2,2,北,1,31
1047,98.0,17500,nansha,56,1,1,北,1,7
1048,140.0,10934,nansha,128.05,3,2,东,毛坯,10
1049,137.0,16437,nansha,83.35,2,2,北,0,32
1050,150.0,26786,nansha,56,2,2,南,1,6
1051,150.0,18715,nansha,80.15,2,2,东,1,15
1052,200.0,18294,nansha,109.33,3,2,西,1,32
1053,193.0,15318,nansha,126,4,2,南,1,32
1054,220.0,22620,nansha,97.26,3,2,东,1,31
1055,153.0,17000,nansha,90,3,2,南,1,30
1056,150.0,14852,nansha,101,3,2,南,0,21
1057,212.0,25940,nansha,81.73,3,1,北,1,26
1058,265.0,22976,nansha,115.34,3,1,北,1,26
1059,335.0,21041,nanhai,159.22,4,2,东,1,31
1060,350.0,22049,nanhai,158.74,4,1,东,1,31
1061,180.0,23753,nanhai,75.78,4,2,东,1,18
1062,378.0,25370,nanhai,149,4,2,南,1,33
1063,530.0,26109,nanhai,203,4,2,西,1,3
1064,418.0,24299,nanhai,172.03,4,2,东,1,45
1065,110.0,16177,nanhai,68,2,1,北,1,9
1066,330.0,23181,nanhai,142.36,3,2,南,1,31
1067,240.0,25941,nanhai,92.52,2,1,东,1,34
1068,130.0,19158,nanhai,67.86,2,2,东,1,23
1069,240.0,21166,nanhai,113.39,3,2,东,1,5
1070,230.0,19966,nanhai,115.2,3,2,东,1,21
1071,230.0,20721,nanhai,111,3,2,东,1,18
1072,300.0,26584,nanhai,112.85,3,2,西,1,33
1073,160.0,20780,nanhai,77,2,2,西,1,6
1074,125.0,18116,nanhai,69,2,2,西,1,16
1075,260.0,24529,nanhai,106,3,2,东,1,31
1076,210.0,23077,nanhai,91,3,1,东,1,6
1077,235.0,24227,nanhai,97,3,2,东,1,17
1078,154.0,20024,nanhai,76.91,3,2,南,1,18
1079,230.0,21297,nanhai,108,3,2,东,0,5
1080,230.0,21478,nanhai,107.09,3,2,南,0,6
1081,180.0,19566,nanhai,92,3,2,北,1,14
1082,438.0,33530,nanhai,130.63,4,2,东,1,48
1083,168.0,18667,nanhai,90,3,2,西,1,18
1084,380.0,21349,nanhai,178,4,2,东,1,31
1085,260.0,22662,nanhai,114.73,3,2,南,0,6
1086,348.0,28302,nanhai,122.96,3,2,西,1,33
1087,210.0,23169,nanhai,90.64,3,2,南,1,6
1088,436.0,30770,nanhai,141.7,4,2,东,1,33
1089,1560.0,102706,tianhe,151.89,3,2,东,1,33
1090,1148.0,85069,tianhe,134.95,3,2,北,1,48
1091,495.0,57107,tianhe,86.68,2,1,东,0,8
1092,890.0,66918,tianhe,133,3,2,东,1,30
1093,312.0,42392,tianhe,73.6,2,1,西,1,25
1094,260.0,26675,tianhe,97.47,4,1,南,0,8
1095,365.0,39155,tianhe,93.22,2,2,西,1,10
1096,310.0,38823,tianhe,79.85,2,1,西,1,25
1097,500.0,48544,tianhe,103,3,2,南,1,10
1098,540.0,60518,tianhe,89.23,2,2,东,0,29
1099,280.0,37003,tianhe,75.67,2,2,西,1,16
1100,550.0,86180,tianhe,63.82,2,2,北,1,32
1101,360.0,48297,tianhe,74.54,3,1,东,1,8
1102,437.0,67397,tianhe,64.84,2,1,南,1,8
1103,275.0,39632,tianhe,69.39,2,1,东,0,28
1104,239.0,38443,tianhe,62.17,2,2,南,1,9
1105,420.0,43814,tianhe,95.86,3,2,南,1,8
1106,240.0,35880,tianhe,66.89,2,2,北,0,9
1107,350.0,38260,tianhe,91.48,3,2,南,0,7
1108,355.0,35924,tianhe,98.82,3,2,北,0,7
1109,340.0,45663,tianhe,74.46,2,1,西,1,10
1110,520.0,56924,tianhe,91.35,3,2,南,其他,19
1111,599.0,54859,tianhe,109.19,3,2,东,1,25
1112,540.0,46888,tianhe,115.17,3,2,南,0,8
1113,295.0,34524,tianhe,85.45,3,2,南,0,6
1114,480.0,56319,tianhe,85.23,2,2,西,0,10
1115,328.0,40246,tianhe,81.5,3,2,南,0,16
1116,798.0,61651,tianhe,129.44,3,2,东,1,38
1117,90.0,25331,tianhe,35.53,1,1,北,其他,7
1118,668.0,62996,tianhe,106.04,3,2,东,1,29
1119,260.0,38714,yuexiu,67.16,2,1,西,0,9
1120,210.0,44464,yuexiu,47.23,4,2,东,1,8
1121,500.0,58535,yuexiu,85.42,2,1,东,0,30
1122,370.0,48423,yuexiu,76.41,2,1,东,1,32
1123,218.0,56845,yuexiu,38.35,2,1,北,1,7
1124,1062.2,63450,yuexiu,167.41,3,2,东,1,38
1125,260.0,39347,yuexiu,66.08,2,1,南,1,9
1126,375.0,44553,yuexiu,84.17,3,1,南,0,6
1127,299.0,49357,yuexiu,60.58,2,1,东,1,8
1128,320.0,36004,yuexiu,88.88,3,2,东,0,9
1129,308.0,42390,yuexiu,72.66,3,1,东,0,8
1130,285.0,37940,yuexiu,75.12,3,1,南,1,8
1131,620.0,74216,yuexiu,83.54,2,1,西,0,31
1132,103.0,28020,yuexiu,36.76,2,1,东,1,9
1133,265.0,28624,yuexiu,92.58,3,2,南,0,8
1134,115.0,30232,yuexiu,38.04,1,1,东,0,8
1135,82.0,28562,yuexiu,28.71,3,1,东,1,5
1136,190.0,48187,yuexiu,39.43,2,1,东,0,9
1137,195.0,30982,yuexiu,62.94,3,1,东,1,9
1138,177.0,38049,yuexiu,46.52,2,1,东,其他,6
1139,437.0,48422,yuexiu,90.25,4,2,南,0,9
1140,760.0,83361,yuexiu,91.17,3,2,东,1,38
1141,590.0,51140,yuexiu,115.37,4,1,东,1,9
1142,103.0,30170,yuexiu,34.14,2,1,南,1,9
1143,69.0,33774,yuexiu,20.43,1,1,东,1,1
1144,998.0,56484,yuexiu,176.69,4,2,北,1,28
1145,215.0,25768,yuexiu,83.44,3,1,南,0,6
1146,138.0,23627,yuexiu,58.41,3,1,东,1,6
1147,266.0,38507,yuexiu,69.08,2,1,南,0,9
1148,233.0,31411,yuexiu,74.18,3,1,东,1,9
1149,180.0,29708,liwan,60.59,2,1,东,0,9
1150,168.0,30518,liwan,55.05,2,1,西,0,9
1151,130.0,27056,liwan,48.05,2,1,南,毛坯,25
1152,132.0,38306,liwan,34.46,2,1,北,0,9
1153,248.0,39056,liwan,63.5,3,2,东,1,25
1154,255.0,30358,liwan,84,2,1,北,0,32
1155,430.0,33077,liwan,130,4,2,南,0,33
1156,138.0,26641,liwan,51.8,2,1,东,0,9
1157,132.0,22929,liwan,57.57,2,2,西,0,9
1158,128.0,34483,liwan,37.12,1,1,东,1,7
1159,215.0,50446,liwan,42.62,1,1,东,0,25
1160,92.0,33142,liwan,27.76,1,1,东,0,7
1161,130.0,30389,liwan,42.78,2,1,东,0,9
1162,115.0,20427,liwan,56.3,2,1,东,0,6
1163,71.0,25000,liwan,28.4,1,1,南,0,9
1164,270.0,33491,liwan,80.62,2,1,东,0,32
1165,150.0,25304,liwan,59.28,2,1,东,1,9
1166,340.0,30932,liwan,109.92,3,1,南,0,24
1167,398.0,38028,liwan,104.66,3,1,南,1,9
1168,229.0,29076,liwan,78.76,3,1,东,1,9
1169,258.0,28062,liwan,91.94,3,2,东,1,30
1170,265.0,42742,liwan,62,2,1,东,0,15
1171,89.0,28363,liwan,31.38,2,1,南,0,6
1172,110.0,22855,liwan,48.13,2,1,东,0,9
1173,150.0,29989,liwan,50.02,1,1,东,0,12
1174,169.0,32938,liwan,51.31,3,1,西,1,9
1175,360.0,34027,liwan,105.8,3,1,南,1,32
1176,418.0,42654,liwan,98,3,1,西,0,32
1177,368.0,33169,liwan,110.95,3,2,南,1,28
1178,210.0,24172,liwan,86.88,3,2,北,1,9
1179,122.0,23377,haizhu,52.19,2,1,北,0,7
1180,370.0,51734,haizhu,71.52,2,2,东,0,18
1181,439.0,39486,haizhu,111.18,3,2,东,1,18
1182,190.0,30217,haizhu,62.88,2,2,西,0,9
1183,230.0,37038,haizhu,62.1,2,1,南,0,9
1184,156.0,38538,haizhu,40.48,1,1,东,1,8
1185,190.0,38023,haizhu,49.97,1,0,西,1,30
1186,295.0,47581,haizhu,62,2,1,东,1,20
1187,226.0,39671,haizhu,56.97,2,1,北,1,9
1188,88.0,30345,haizhu,29,1,1,东,其他,9
1189,150.0,29286,haizhu,51.22,2,1,南,0,6
1190,475.0,41667,haizhu,114,3,1,东,1,19
1191,245.0,44256,haizhu,55.36,1,1,北,1,10
1192,263.0,33309,haizhu,78.96,2,2,南,0,19
1193,225.0,33191,haizhu,67.79,2,1,南,1,10
1194,525.0,56856,haizhu,92.34,2,2,南,0,31
1195,290.0,39494,haizhu,73.43,2,2,北,0,32
1196,145.0,26967,haizhu,53.77,2,1,北,0,8
1197,155.0,43321,haizhu,35.78,1,1,南,1,32
1198,215.0,37826,haizhu,56.84,2,1,北,1,10
1199,368.0,38096,haizhu,96.6,3,1,南,0,23
1200,250.0,31610,haizhu,79.09,2,1,东,0,32
1201,156.0,40774,haizhu,38.26,2,1,东,0,24
1202,220.0,36334,haizhu,60.55,2,2,北,1,33
1203,224.0,33746,haizhu,66.38,2,2,南,1,9
1204,850.0,64743,haizhu,131.29,4,1,南,1,13
1205,248.0,35720,haizhu,69.43,2,1,南,0,22
1206,270.0,39829,haizhu,67.79,2,2,西,1,18
1207,275.0,38195,haizhu,72,2,1,北,0,27
1208,530.0,41355,haizhu,128.16,4,2,东,1,32
1209,138.0,12523,panyu,110.2,3,2,南,0,7
1210,475.0,38400,panyu,123.7,3,2,南,1,9
1211,155.0,20026,panyu,77.4,4,2,东,0,7
1212,220.0,22979,panyu,95.74,3,2,南,1,6
1213,170.0,21145,panyu,80.4,2,1,东,0,7
1214,90.0,24194,panyu,37.2,1,1,南,1,7
1215,230.0,29522,panyu,77.91,3,1,西,1,17
1216,243.0,28802,panyu,84.37,2,1,南,1,18
1217,335.0,37223,panyu,90,3,2,东,1,33
1218,195.0,24173,panyu,80.67,2,1,南,1,12
1219,138.0,26336,panyu,52.4,2,1,东,0,8
1220,215.0,23784,panyu,90.4,3,1,南,0,6
1221,175.0,23334,panyu,75,3,2,北,1,7
1222,255.0,32279,panyu,79,2,2,东,1,11
1223,398.0,21607,panyu,184.2,4,2,西,毛坯,55
1224,200.0,25684,panyu,77.87,2,2,南,1,18
1225,248.0,26725,panyu,92.8,3,2,西,0,11
1226,218.0,26399,panyu,82.58,2,2,南,1,18
1227,215.0,26808,panyu,80.2,3,1,东,0,8
1228,169.0,19118,panyu,88.4,3,1,南,1,8
1229,110.0,19643,panyu,56,2,1,南,1,5
1230,92.0,23000,panyu,40,1,1,南,0,9
1231,241.0,31711,panyu,76,2,2,西,1,16
1232,59.0,17934,panyu,32.9,2,1,南,0,2
1233,89.0,18896,panyu,47.1,2,1,南,0,7
1234,128.0,22230,panyu,57.58,1,1,东,1,19
1235,165.0,29163,panyu,56.58,2,1,北,0,17
1236,108.0,16105,panyu,67.06,2,2,东,0,8
1237,215.0,26055,panyu,82.52,2,1,南,1,22
1238,395.0,24535,panyu,161,4,2,东,1,52
1239,163.0,29108,baiyun,56,2,1,东,1,14
1240,400.0,31023,baiyun,128.94,3,2,西,1,12
1241,630.0,47728,baiyun,132,3,2,南,1,20
1242,440.0,39924,baiyun,110.21,3,2,西,0,25
1243,152.0,19917,baiyun,76.32,2,1,北,0,9
1244,400.0,37113,baiyun,107.78,3,2,西,0,18
1245,240.0,33118,baiyun,72.47,2,1,东,0,16
1246,135.0,19950,baiyun,67.67,2,1,东,0,9
1247,235.0,22050,baiyun,106.58,4,2,南,0,9
1248,239.0,30705,baiyun,77.84,2,1,西,0,18
1249,354.0,41648,baiyun,85,3,2,东,0,11
1250,493.0,34062,baiyun,144.74,4,2,北,1,18
1251,230.0,32259,baiyun,71.3,2,2,南,0,9
1252,340.0,39185,baiyun,86.77,3,2,北,1,30
1253,420.0,38614,baiyun,108.77,3,1,东,1,18
1254,780.0,55751,baiyun,139.91,4,2,南,1,6
1255,232.0,36076,baiyun,64.31,2,1,西,1,22
1256,170.0,21264,baiyun,79.95,2,2,东,0,9
1257,180.0,27089,baiyun,66.45,2,1,东,0,9
1258,160.0,23229,baiyun,68.88,2,1,南,0,9
1259,455.0,28800,baiyun,157.99,4,2,南,1,30
1260,415.0,32382,baiyun,128.16,3,1,北,1,30
1261,425.0,36017,baiyun,118,3,1,南,1,11
1262,575.0,42675,baiyun,134.74,4,2,南,1,11
1263,255.0,25626,baiyun,99.51,3,2,西,1,18
1264,240.0,31125,baiyun,77.11,2,1,东,1,26
1265,155.0,20747,baiyun,74.71,2,1,南,0,9
1266,310.0,24310,baiyun,127.52,3,2,西,1,17
1267,220.0,32836,baiyun,67,3,1,南,0,9
1268,133.0,24143,baiyun,55.09,2,1,东,0,9
1269,126.0,20656,huangpu,61,2,1,南,0,7
1270,199.0,34950,huangpu,56.94,2,1,东,0,7
1271,360.0,26251,huangpu,137.14,3,2,南,1,11
1272,230.0,33819,huangpu,68.01,2,1,南,0,18
1273,380.0,37255,huangpu,102,4,2,南,0,9
1274,308.0,49139,huangpu,62.68,2,1,西,1,18
1275,175.0,36843,huangpu,47.5,2,1,北,1,28
1276,122.0,15834,huangpu,77.05,2,2,东,毛坯,18
1277,187.0,21470,huangpu,87.1,2,2,南,1,22
1278,230.0,43112,huangpu,53.35,2,1,东,1,24
1279,133.9,16926,huangpu,79.11,2,2,东,0,6
1280,360.0,41983,huangpu,85.75,2,2,西,0,9
1281,253.0,35634,huangpu,71,2,1,东,1,8
1282,155.0,23854,huangpu,64.98,2,1,东,0,9
1283,110.0,26110,huangpu,42.13,2,1,南,0,9
1284,465.0,41374,huangpu,112.39,4,2,东,1,18
1285,260.0,24905,huangpu,104.4,3,2,北,1,7
1286,280.0,31990,huangpu,87.53,3,1,东,0,19
1287,103.0,20927,huangpu,49.22,2,1,南,0,9
1288,121.0,30273,huangpu,39.97,1,1,南,1,9
1289,225.0,36320,huangpu,61.95,1,1,南,0,30
1290,325.0,34760,huangpu,93.5,3,2,南,1,11
1291,310.0,50820,huangpu,61,2,1,北,1,9
1292,370.0,39104,huangpu,94.62,3,1,南,1,14
1293,303.0,43460,huangpu,69.72,2,2,西,1,18
1294,630.0,85239,huangpu,73.91,2,1,西,1,32
1295,430.0,66812,huangpu,64.36,3,1,南,0,8
1296,550.0,67221,huangpu,81.82,2,2,南,1,8
1297,285.0,31090,huangpu,91.67,2,1,北,1,29
1298,220.0,24720,huangpu,89,3,1,南,1,48
1299,170.0,13184,conghua,128.95,3,2,南,毛坯,32
1300,130.0,10998,conghua,118.21,3,2,南,毛坯,17
1301,310.0,16180,conghua,191.6,4,2,北,1,3
1302,95.0,14083,conghua,67.46,2,2,南,0,6
1303,290.0,20767,conghua,139.65,4,2,南,其他,6
1304,190.0,13769,conghua,138,3,2,东,毛坯,18
1305,165.0,13241,conghua,124.62,4,2,东,1,6
1306,130.0,11928,conghua,108.99,5,2,西,毛坯,17
1307,195.0,14286,conghua,136.5,3,2,南,毛坯,11
1308,190.0,17068,conghua,111.32,4,2,北,1,15
1309,148.0,12170,conghua,121.62,4,2,西,毛坯,6
1310,190.0,12875,conghua,147.58,3,2,西,毛坯,18
1311,80.0,10453,conghua,76.54,2,1,东,其他,16
1312,65.0,9973,conghua,65.18,3,1,东,其他,6
1313,100.0,11891,conghua,84.1,2,1,北,其他,18
1314,336.0,23651,conghua,142.07,3,2,南,其他,31
1315,193.0,15054,conghua,128.21,4,2,东,其他,6
1316,265.0,15774,conghua,168,5,2,南,其他,27
1317,388.0,27856,conghua,139.29,3,2,东,其他,3
1318,169.0,9529,conghua,177.37,3,2,东,其他,9
1319,186.0,13480,conghua,137.99,4,2,西,毛坯,18
1320,220.0,16278,conghua,135.16,3,2,南,1,5
1321,140.0,14842,conghua,94.33,3,2,南,0,9
1322,108.0,12766,conghua,84.6,2,1,东,其他,17
1323,130.0,14307,conghua,90.87,3,2,东,1,18
1324,136.0,12479,conghua,108.99,3,2,南,毛坯,17
1325,150.0,13889,conghua,108,3,1,南,其他,12
1326,120.0,12044,conghua,99.64,3,2,西,其他,10
1327,144.0,12014,conghua,119.87,3,2,南,毛坯,17
1328,180.0,14040,conghua,128.21,3,2,东,毛坯,12
1329,119.0,11047,zengcheng,107.73,3,1,南,0,7
1330,185.0,23403,zengcheng,79.05,2,2,南,1,18
1331,205.0,21355,zengcheng,96,3,2,东,1,28
1332,122.0,13559,zengcheng,89.98,3,1,南,0,25
1333,85.0,23180,zengcheng,36.67,1,1,西,1,21
1334,150.0,15464,zengcheng,97,3,2,北,毛坯,25
1335,125.0,16232,zengcheng,77.01,2,2,南,毛坯,18
1336,146.0,15421,zengcheng,94.68,3,2,西,0,19
1337,176.0,16561,zengcheng,106.28,3,2,东,毛坯,25
1338,106.0,16134,zengcheng,65.7,2,1,东,1,18
1339,217.0,22652,zengcheng,95.8,3,2,南,0,18
1340,185.0,19893,zengcheng,93,3,2,东,1,22
1341,78.0,10000,zengcheng,78,2,2,西,1,9
1342,181.0,22101,zengcheng,81.9,2,2,南,毛坯,30
1343,165.0,13750,zengcheng,120,3,2,西,1,15
1344,143.0,15767,zengcheng,90.7,3,2,北,1,17
1345,105.0,12517,zengcheng,83.89,2,2,北,1,32
1346,168.0,17276,zengcheng,97.25,3,2,北,1,26
1347,155.0,18344,zengcheng,84.5,3,2,南,1,31
1348,168.0,20241,zengcheng,83,2,2,西,1,11
1349,132.0,16561,zengcheng,79.71,2,2,北,1,18
1350,148.0,16828,zengcheng,87.95,3,2,西,1,11
1351,198.8,18782,zengcheng,105.85,3,1,东,1,20
1352,165.0,15421,zengcheng,107,3,2,南,1,11
1353,235.0,22903,zengcheng,102.61,3,2,南,毛坯,30
1354,56.0,8779,zengcheng,63.79,3,1,西,0,8
1355,80.0,9074,zengcheng,88.17,3,2,南,1,7
1356,215.0,21537,zengcheng,99.83,3,2,北,1,21
1357,170.0,16220,zengcheng,104.81,3,2,南,1,24
1358,170.0,19001,zengcheng,89.47,2,2,北,1,15
1359,126.0,20656,huadu,61,2,1,南,0,7
1360,199.0,34950,huadu,56.94,2,1,东,0,7
1361,360.0,26251,huadu,137.14,3,2,南,1,11
1362,230.0,33819,huadu,68.01,2,1,南,0,18
1363,380.0,37255,huadu,102,4,2,南,0,9
1364,308.0,49139,huadu,62.68,2,1,西,1,18
1365,175.0,36843,huadu,47.5,2,1,北,1,28
1366,122.0,15834,huadu,77.05,2,2,东,毛坯,18
1367,187.0,21470,huadu,87.1,2,2,南,1,22
1368,230.0,43112,huadu,53.35,2,1,东,1,24
1369,133.9,16926,huadu,79.11,2,2,东,0,6
1370,360.0,41983,huadu,85.75,2,2,西,0,9
1371,253.0,35634,huadu,71,2,1,东,1,8
1372,155.0,23854,huadu,64.98,2,1,东,0,9
1373,110.0,26110,huadu,42.13,2,1,南,0,9
1374,465.0,41374,huadu,112.39,4,2,东,1,18
1375,260.0,24905,huadu,104.4,3,2,北,1,7
1376,280.0,31990,huadu,87.53,3,1,东,0,19
1377,103.0,20927,huadu,49.22,2,1,南,0,9
1378,121.0,30273,huadu,39.97,1,1,南,1,9
1379,225.0,36320,huadu,61.95,1,1,南,0,30
1380,325.0,34760,huadu,93.5,3,2,南,1,11
1381,310.0,50820,huadu,61,2,1,北,1,9
1382,370.0,39104,huadu,94.62,3,1,南,1,14
1383,303.0,43460,huadu,69.72,2,2,西,1,18
1384,630.0,85239,huadu,73.91,2,1,西,1,32
1385,430.0,66812,huadu,64.36,3,1,南,0,8
1386,550.0,67221,huadu,81.82,2,2,南,1,8
1387,285.0,31090,huadu,91.67,2,1,北,1,29
1388,220.0,24720,huadu,89,3,1,南,1,48
1389,170.0,19091,nansha,89.05,3,1,北,1,15
1390,93.0,13168,nansha,70.63,3,2,南,0,21
1391,135.0,16197,nansha,83.35,2,2,西,1,32
1392,150.0,17639,nansha,85.04,2,1,西,1,32
1393,55.0,11478,nansha,47.92,1,0,东,1,29
1394,176.0,23930,nansha,73.55,2,2,北,1,31
1395,218.0,16651,nansha,130.93,3,2,南,毛坯,32
1396,65.0,11283,nansha,57.61,1,0,东,1,28
1397,153.0,15702,nansha,97.44,3,2,东,1,25
1398,215.0,25217,nansha,85.26,2,2,北,1,23
1399,279.0,20840,nansha,133.88,3,2,南,其他,18
1400,220.0,21445,nansha,102.59,3,2,北,其他,27
1401,320.0,25617,nansha,124.92,3,2,南,1,23
1402,135.0,10703,nansha,126.14,3,2,东,其他,12
1403,280.0,19888,nansha,140.79,4,2,南,其他,22
1404,140.0,15193,nansha,92.15,3,2,西,其他,10
1405,255.0,22238,nansha,114.67,3,2,南,其他,28
1406,350.0,23595,nansha,148.34,4,2,东,其他,16
1407,186.0,20605,nansha,90.27,3,1,南,1,15
1408,328.0,25917,nansha,126.56,3,2,南,1,18
1409,1600.0,55571,nansha,287.92,7,3,东,其他,3
1410,600.0,31747,nansha,189,5,2,南,其他,3
1411,410.0,22917,nansha,178.91,4,2,南,其他,8
1412,400.0,23542,nansha,169.91,4,2,西,1,19
1413,300.0,20703,nansha,144.91,4,2,南,毛坯,18
1414,350.0,24074,nansha,145.39,4,2,南,1,18
1415,358.8,25210,nansha,142.31,4,2,南,其他,30
1416,248.0,18689,nansha,132.7,4,2,南,1,9
1417,245.0,21499,nansha,113.96,3,2,南,1,18
1418,490.0,26837,nansha,182.59,3,2,南,其他,3
1419,199.0,22097,nanhai,90.06,3,2,南,1,6
1420,270.0,29671,nanhai,91,3,2,东,1,45
1421,195.0,23781,nanhai,82,3,2,西,0,34
1422,230.0,23000,nanhai,100,3,2,东,0,21
1423,190.0,21840,nanhai,87,3,2,南,其他,18
1424,225.0,23196,nanhai,97,3,2,东,1,31
1425,320.0,25197,nanhai,127,3,2,东,1,31
1426,260.0,21620,nanhai,120.26,3,2,东,1,18
1427,130.0,18841,nanhai,69,2,2,东,1,16
1428,165.0,19213,nanhai,85.88,2,2,东,1,12
1429,155.0,20692,nanhai,74.91,2,2,北,1,18
1430,160.0,20424,nanhai,78.34,2,2,东,1,6
1431,200.0,27028,nanhai,74,3,2,西,1,6
1432,260.0,28584,nanhai,90.96,3,2,东,1,45
1433,230.0,23852,nanhai,96.43,3,2,东,其他,31
1434,122.0,13119,nanhai,93,3,2,南,0,8
1435,125.0,15608,nanhai,80.09,2,2,北,1,17
1436,111.0,14606,nanhai,76,2,2,东,0,8
1437,570.0,29721,nanhai,191.79,4,2,南,1,31
1438,390.0,25973,nanhai,150.16,4,2,南,1,33
1439,280.0,26924,nanhai,104,4,2,南,1,6
1440,500.0,37594,nanhai,133,6,3,东,1,3
1441,430.0,29055,nanhai,148,4,2,南,1,33
1442,350.0,23810,nanhai,147,4,2,南,1,14
1443,168.0,22039,nanhai,76.23,3,2,东,1,17
1444,198.0,26833,nanhai,73.79,2,1,北,1,11
1445,200.0,22186,nanhai,90.15,4,1,南,1,18
1446,390.0,24595,nanhai,158.57,4,2,东,1,31
1447,325.0,23215,nanhai,140,3,2,东,1,31
1448,234.0,20236,nanhai,115.64,4,2,南,0,18
1449,543.0,64844,tianhe,83.74,2,2,南,1,33
1450,270.0,37657,tianhe,71.7,3,1,东,1,9
1451,560.0,47143,tianhe,118.79,2,1,南,0,30
1452,202.0,27115,tianhe,74.5,2,2,北,0,6
1453,305.0,37002,tianhe,82.43,3,1,南,0,8
1454,698.0,60881,tianhe,114.65,3,1,北,1,26
1455,499.0,55898,tianhe,89.27,2,2,东,1,10
1456,233.0,32873,tianhe,70.88,2,2,北,0,10
1457,298.0,52226,tianhe,57.06,3,1,南,0,6
1458,330.0,52506,tianhe,62.85,3,1,西,1,9
1459,630.0,55600,tianhe,113.31,3,2,东,1,31
1460,740.0,84456,tianhe,87.62,2,2,北,1,32
1461,210.0,29026,tianhe,72.35,3,1,南,0,9
1462,638.0,58000,tianhe,110,3,2,南,1,36
1463,498.0,61452,tianhe,81.04,2,2,南,1,9
1464,148.0,31139,tianhe,47.53,2,1,东,1,6
1465,339.0,40972,tianhe,82.74,2,1,北,1,27
1466,486.0,57618,tianhe,84.35,3,1,东,1,9
1467,188.0,30480,tianhe,61.68,2,1,南,0,9
1468,290.0,32585,tianhe,89,3,2,南,1,18
1469,280.0,39437,tianhe,71,3,1,南,0,7
1470,250.0,38947,tianhe,64.19,2,1,东,0,9
1471,150.0,23705,tianhe,63.28,2,1,东,0,9
1472,415.0,47751,tianhe,86.91,3,2,南,1,26
1473,238.0,30365,tianhe,78.38,3,1,南,1,7
1474,968.0,53039,tianhe,182.51,4,2,南,1,29
1475,360.0,36642,tianhe,98.25,3,2,北,1,9
1476,528.0,64548,tianhe,81.8,3,2,东,0,8
1477,286.0,31645,tianhe,90.38,2,2,东,0,9
1478,275.0,36536,tianhe,75.27,2,1,东,0,11
1479,280.0,28866,yuexiu,97,2,1,西,1,9
1480,125.0,63972,yuexiu,19.54,2,1,东,0,1
1481,1310.0,81881,yuexiu,159.99,3,2,东,1,30
1482,190.0,43182,yuexiu,44,2,1,东,0,9
1483,93.0,17885,yuexiu,52,1,1,南,0,9
1484,73.0,31304,yuexiu,23.32,2,1,东,1,5
1485,145.0,40777,yuexiu,35.56,2,1,南,1,8
1486,175.0,34723,yuexiu,50.4,2,2,南,1,7
1487,97.0,29673,yuexiu,32.69,2,1,东,1,6
1488,155.0,35172,yuexiu,44.07,2,1,西,1,7
1489,130.0,35355,yuexiu,36.77,2,1,西,1,10
1490,250.0,52084,yuexiu,48,1,1,南,1,9
